Unidade,Unidade Superior,Relacionamento Interpessoal,Liderança,Organização,Responsabilidade,Flexibilidade,Disponibilidade,Comunicação,Gestão de Materiais,Atualização,Conhecimento
Departamento de Morfologia,Centro de Ciências da Saúde,4,4,4,4,4,4,4,4,4,4
Departamento de Morfologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Morfologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Morfologia,Centro de Ciências da Saúde,3,3,3,3,4,3,3,4,4,3
Departamento de Morfologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Morfologia,Centro de Ciências da Saúde,4,4,5,5,4,4,5,4,4,5
Departamento de Oceanografia e Ecologia,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Oceanografia e Ecologia,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Oceanografia e Ecologia,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,4,4,4,4,4,4,4,4,4,4
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Patologia,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Pediatria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Prótese Dentária,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Psicologia,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Psicologia,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Departamento de Química,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Química,Centro de Ciências Exatas,4,3,3,2,3,3,2,4,4,3
Departamento de Química,Centro de Ciências Exatas,5,4,4,4,4,4,4,4,4,4
Departamento de Química,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Química,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Química,Centro de Ciências Exatas,4,5,5,5,5,5,4,4,5,5
Departamento de Química,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Química,Centro de Ciências Exatas,4,3,3,2,3,3,2,4,4,3
Departamento de Química,Centro de Ciências Exatas,5,5,5,5,4,5,5,5,5,5
Departamento de Química,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Química,Centro de Ciências Exatas,4,3,4,4,3,4,3,4,3,4
Departamento de Química,Centro de Ciências Exatas,4,3,3,2,3,3,2,4,4,3
Departamento de Química,Centro de Ciências Exatas,5,5,5,5,5,5,4,5,4,5
Departamento de Química,Centro de Ciências Exatas,4,3,3,2,3,3,2,4,4,3
Departamento de Química,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Departamento de Química e Física,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Química e Física,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Química e Física,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Química e Física,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Departamento de Serviço Social,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Departamento de Serviço Social,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Departamento de Serviço Social,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Departamento de Tecnologia Industrial,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Departamento de Teoria da Arte e Música,Centro de Artes,5,5,5,5,5,5,5,5,5,5
Departamento de Teoria da Arte e Música,Centro de Artes,5,5,5,5,5,5,5,5,5,5
Departamento de Teoria da Arte e Música,Centro de Artes,5,5,5,5,5,5,5,5,5,5
Departamento de Teorias de Ensino e Práticas Educacionais,Centro de Educação,5,5,5,5,5,5,5,5,5,5
Departamento de Terapia Ocupacional,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Terapia Ocupacional,Centro de Ciências da Saúde,5,5,4,5,4,4,4,4,4,4
Departamento de Terapia Ocupacional,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Terapia Ocupacional,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Terapia Ocupacional,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Departamento de Zootecnia,Centro de Ciências Agrárias e Engenharias,5,4,4,5,5,5,4,5,5,4
Departamento de Zootecnia,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Departamento de Zootecnia,Centro de Ciências Agrárias e Engenharias,5,3,3,3,4,4,4,4,4,4
Diretoria de Ações Afirmativas e Diversidade,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Ações Afirmativas e Diversidade,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,4,4,4,5,4,4,5,4,4
Diretoria de Ações Afirmativas e Diversidade,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,4,4,5,5,5,5
Diretoria de Ações Afirmativas e Diversidade,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Ações Afirmativas e Diversidade,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,4,4,5,5,5,4,5,5,4
Diretoria de Ações Afirmativas e Diversidade,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,4
Diretoria de Ações Afirmativas e Diversidade,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,3,4,3,3,3,2,5,4,3
Diretoria de Ações Afirmativas e Diversidade,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,4,4,4,4,4,4,4,4,4
Diretoria de Ações Afirmativas e Diversidade,Pró-Reitoria de Assuntos Estudantis e Cidadania,4,3,3,4,3,3,3,3,3,3
Diretoria de Apoio Acadêmico,Pró-Reitoria de Graduação,5,5,5,5,4,5,4,5,5,5
Diretoria de Apoio Acadêmico,Pró-Reitoria de Graduação,4,4,5,5,4,4,3,4,5,4
Diretoria de Apoio Acadêmico,Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Apoio Acadêmico,Pró-Reitoria de Graduação,4,4,4,4,4,5,4,4,4,4
Diretoria de Apoio Acadêmico,Pró-Reitoria de Graduação,5,5,5,5,5,5,4,4,4,4
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,4,4,5,4,5,5,5,4,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,4,5,5,5,4,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,4,5,5,4,5,4,5,4,5
Diretoria de Assistência Estudantil,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,5,5,5,5,5,5,5,5,5
Diretoria de Atenção à Saúde,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Diretoria de Atenção à Saúde,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Diretoria de Atenção à Saúde,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Diretoria de Contratações de Obras e Serviços,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Contratações de Obras e Serviços,Pró-Reitoria de Administração,4,5,4,4,4,4,5,4,4,4
Diretoria de Contratações de Obras e Serviços,Pró-Reitoria de Administração,5,5,5,5,5,4,4,4,5,5
Diretoria de Contratações de Obras e Serviços,Pró-Reitoria de Administração,5,4,5,5,4,5,5,5,4,4
Diretoria de Desenvolvimento de Pessoas,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Diretoria de Desenvolvimento de Pessoas,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,4,5,5,5,5
Diretoria de Desenvolvimento Pedagógico,Pró-Reitoria de Graduação,4,4,4,5,4,3,4,5,5,4
Diretoria de Desenvolvimento Pedagógico,Pró-Reitoria de Graduação,4,4,5,5,4,4,4,5,5,5
Diretoria de Desenvolvimento Pedagógico,Pró-Reitoria de Graduação,5,4,4,5,5,5,5,4,5,4
Diretoria de Desenvolvimento Pedagógico,Pró-Reitoria de Graduação,5,5,5,5,5,5,4,5,5,5
Diretoria de Desenvolvimento Pedagógico,Pró-Reitoria de Graduação,4,4,5,4,4,4,4,5,5,4
Diretoria de Documentação Institucional,Pró-Reitoria de Administração,4,4,5,5,4,4,4,5,5,5
Diretoria de Documentação Institucional,Pró-Reitoria de Administração,4,3,4,4,4,3,3,4,4,4
Diretoria de Documentação Institucional,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Documentação Institucional,Pró-Reitoria de Administração,4,3,5,5,5,4,2,5,5,5
Diretoria de Documentação Institucional,Pró-Reitoria de Administração,4,1,3,3,2,1,1,5,5,4
Diretoria de Documentação Institucional,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Documentação Institucional,Pró-Reitoria de Administração,4,4,4,4,3,3,3,5,5,5
Diretoria de Documentação Institucional,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Documentação Institucional,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Esportes e Lazer,Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Diretoria de Esportes e Lazer,Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Diretoria de Gestão da Extensão,Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Diretoria de Gestão de Pessoas,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Diretoria de Gestão de Pessoas,Pró-Reitoria de Gestão de Pessoas,5,5,4,5,5,5,5,5,5,5
Diretoria de Gestão de Pessoas,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Diretoria de Gestão de Pessoas,Pró-Reitoria de Gestão de Pessoas,5,4,5,5,4,4,5,5,5,5
Diretoria de Gestão de Pessoas,Pró-Reitoria de Gestão de Pessoas,5,5,5,5,5,5,5,5,5,5
Diretoria de Gestão dos Restaurantes,Pró-Reitoria de Assuntos Estudantis e Cidadania,4,5,5,5,4,5,5,5,4,5
Diretoria de Gestão dos Restaurantes,Pró-Reitoria de Assuntos Estudantis e Cidadania,4,5,5,5,5,5,5,4,4,3
Diretoria de Gestão dos Restaurantes,Pró-Reitoria de Assuntos Estudantis e Cidadania,5,4,5,5,4,5,4,5,4,4
Diretoria de Governança e Gestão,Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Diretoria de Governança e Gestão,Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Diretoria de Governança e Gestão,Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Diretoria de Governança e Gestão,Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Diretoria de Governança e Gestão,Superintendência de Tecnologia da Informação,5,5,5,5,5,4,5,5,5,5
Diretoria de Governança e Gestão,Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,4,5,5
Diretoria de Governança e Gestão,Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Diretoria de Governança e Gestão,Superintendência de Tecnologia da Informação,5,3,2,3,5,5,3,5,4,5
Diretoria de Infraestrutura - Setorial Norte,Superintendência de Infraestrutura,4,4,4,4,4,4,4,4,4,4
Diretoria de Infraestrutura - Setorial Norte,Superintendência de Infraestrutura,5,5,4,4,4,5,5,5,4,5
Diretoria de Infraestrutura - Setorial Norte,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura - Setorial Norte,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura - Setorial Norte,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura - Setorial Norte,Superintendência de Infraestrutura,4,4,4,5,4,5,4,4,5,3
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,4,4,3,3,3,3,4,4,4,4
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,5,4,5,5,4,5,5,4,4,5
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,5,4,4,4,4,5,4,5,5,5
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,5,4,5,5,5,5,5,5,4,5
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,5,4,5,5,4,5,5,5,5,4
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,5,4,4,5,4,5,4,4,5,4
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,4,3,3,4,3,4,1,3,3,3
Diretoria de Infraestrutura - Setorial Sul,Superintendência de Infraestrutura,4,4,4,4,4,4,4,4,4,4
Diretoria de Infraestrutura de Maruípe,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura de Maruípe,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura e Suporte,Superintendência de Tecnologia da Informação,5,5,5,5,5,5,5,5,5,5
Diretoria de Infraestrutura e Suporte,Superintendência de Tecnologia da Informação,4,4,5,5,4,5,5,5,5,5
Diretoria de Inovação Tecnológica,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Inovação Tecnológica,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Inovação Tecnológica,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,4,5,5,5
Diretoria de Inovação Tecnológica,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Interlocução com a Sociedade,Pró-Reitoria de Extensão,5,5,4,5,5,5,5,5,5,5
Diretoria de Interlocução com a Sociedade,Pró-Reitoria de Extensão,5,5,4,5,5,5,5,5,5,5
Diretoria de Interlocução com a Sociedade,Pró-Reitoria de Extensão,5,5,5,5,5,5,5,5,5,5
Diretoria de Jornalismo,Superintendência de Comunicação,5,5,4,5,5,5,5,5,5,5
Diretoria de Jornalismo,Superintendência de Comunicação,5,5,5,5,5,5,5,5,5,5
Diretoria de Jornalismo,Superintendência de Comunicação,5,5,5,5,5,5,5,5,5,5
Diretoria de Jornalismo,Superintendência de Comunicação,4,4,4,4,4,4,4,4,4,4
Diretoria de Manutenção de Edificações e Equipamentos,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Materiais e Patrimônio,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Materiais e Patrimônio,Pró-Reitoria de Administração,5,5,5,5,5,4,5,5,5,4
Diretoria de Obras,Superintendência de Infraestrutura,5,5,5,5,5,4,5,5,5,4
Diretoria de Pesquisa,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Pesquisa,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Planejamento e Informações Institucionais,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Diretoria de Planejamento e Informações Institucionais,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Diretoria de Planejamento e Orçamento,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Diretoria de Planejamento e Orçamento,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Diretoria de Planejamento Físico,Superintendência de Infraestrutura,5,5,5,5,4,5,5,4,4,4
Diretoria de Pós-Graduação,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Pós-Graduação,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,4,4,5,5,4
Diretoria de Pós-Graduação,Pró-Reitoria de Pesquisa e Pós-Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Pós-Graduação,Pró-Reitoria de Pesquisa e Pós-Graduação,5,4,5,5,4,5,5,5,4,4
Diretoria de Pós-Graduação,Pró-Reitoria de Pesquisa e Pós-Graduação,4,3,4,3,3,3,3,4,4,3
Diretoria de Projetos Institucionais,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Registro e Controle Acadêmico,Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Registro e Controle Acadêmico,Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Registro e Controle Acadêmico,Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Registro e Controle Acadêmico,Pró-Reitoria de Graduação,4,4,4,4,4,4,4,4,4,4
Diretoria de Registro e Controle Acadêmico,Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Registro e Controle Acadêmico,Pró-Reitoria de Graduação,5,4,5,5,4,5,5,5,5,5
Diretoria de Registro e Controle Acadêmico,Pró-Reitoria de Graduação,5,5,5,5,5,5,5,5,5,5
Diretoria de Segurança e Logística,Superintendência de Infraestrutura,4,4,4,4,4,4,4,4,4,4
Diretoria de Segurança e Logística,Superintendência de Infraestrutura,3,2,2,3,2,3,3,4,3,3
Diretoria de Segurança e Logística,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Segurança e Logística,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Segurança e Logística,Superintendência de Infraestrutura,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,4,4,4,4,5,5,5,5,4,4
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,4,5,5
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,4,3,4,4,4,4,4,3,3
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,4,5,4
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,4,3,5,5,4,5,4,5,3,3
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,4,3,4,4,4,5,3,4,4,4
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,4,4,4,5,4,5,4,4,4
Diretoria de Suporte à Gestão - Setorial Sul,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,4,4,3,4,5,4,5,3,3
Diretoria de Suporte Administrativo - Setorial Norte.,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte Administrativo - Setorial Sul,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte Administrativo - Setorial Sul,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte Administrativo - Setorial Sul,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,4
Diretoria de Suporte Administrativo - Setorial Sul,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte Administrativo - Setorial Sul,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Suporte Administrativo - Setorial Sul,Pró-Reitoria de Administração,5,5,4,5,5,5,5,5,5,5
Diretoria de Suporte Administrativo - Setorial Sul,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,4,5
Diretoria de Suporte Administrativo - Setorial Sul,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Diretoria de Tecnologia e Inovação,Superintendência de Tecnologia da Informação,4,4,4,5,4,4,3,5,5,5
Diretoria de Tecnologia e Inovação,Superintendência de Tecnologia da Informação,5,4,5,5,5,5,4,5,5,5
Diretoria de Tecnologia e Inovação,Superintendência de Tecnologia da Informação,3,2,2,3,3,2,1,3,3,3
Diretoria de Tecnologia e Inovação,Superintendência de Tecnologia da Informação,5,3,4,4,4,5,4,5,5,4
Diretoria de Tecnologia e Inovação,Superintendência de Tecnologia da Informação,4,4,4,4,4,4,4,5,4,4
Divisão de Acordos de Cooperação,Secretaria de Relações Internacionais,5,5,5,5,5,5,4,5,5,5
Divisão de Administração e Finanças,Gerência Administrativa,5,5,5,5,5,5,5,5,5,5
Divisão de Almoxarifado,Diretoria de Materiais e Patrimônio,5,5,5,5,4,5,5,5,5,5
Divisão de Almoxarifado,Diretoria de Materiais e Patrimônio,5,5,4,5,5,5,4,5,5,4
Divisão de Almoxarifado,Diretoria de Materiais e Patrimônio,4,5,4,5,4,5,4,5,5,5
Divisão de Almoxarifado,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Almoxarifado,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Almoxarifado,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Almoxarifado,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Almoxarifado,Diretoria de Materiais e Patrimônio,5,5,5,5,5,5,5,5,5,5
Divisão de Apoio à Câmara de Extensão,Diretoria de Política Extensionista,5,5,5,5,5,5,5,5,5,5
Divisão de Apoio à Gestão,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Apoio à Gestão,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Apoio à Gestão,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,4,5
Divisão de Apoio à Gestão,Diretoria de Contratações de Obras e Serviços,5,5,5,5,5,5,5,5,5,5
Divisão de Apoio Diagnóstico e Terapêutico,Gerência De Atenção À Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Arquivos,Diretoria de Documentação Institucional,1,1,1,1,1,1,1,1,1,1
Divisão de Arquivos,Diretoria de Documentação Institucional,3,3,4,4,3,4,3,5,5,5
Divisão de Arquivos,Diretoria de Documentação Institucional,2,2,4,4,2,2,2,4,4,5
Divisão de Arquivos,Diretoria de Documentação Institucional,3,3,4,4,3,3,3,5,4,4
Divisão de Arquivos,Diretoria de Documentação Institucional,3,3,4,4,3,3,3,5,4,4
Divisão de Arquivos,Diretoria de Documentação Institucional,3,2,3,4,2,3,2,4,3,4
Divisão de Artes Plásticas,Secretaria de Cultura,5,5,5,5,5,5,5,5,5,5
Divisão de Artes Plásticas,Secretaria de Cultura,4,4,4,4,4,4,4,4,4,4
Divisão de Artes Plásticas,Secretaria de Cultura,4,4,5,5,4,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,4,4,5,5,5,5,4,4,4,4
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Divisão de Assistência à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
